0.7,3.75,1.778,1.279,0.703,0.306,1.733,1.348,3.335,347.42,500.16,137.48,177.83,-0.56,125.12
0.586,3.788,1.752,1.279,0.925,0.497,1.873,1.57,3.092,353.36,500.67,138.04,177.81,-0.57,125.13
0.477,3.781,1.699,1.29,1.196,0.64,1.981,1.675,2.828,360.65,502.05,138.66,177.82,-0.56,125.13
0.357,3.731,1.665,1.328,1.515,0.761,2.127,1.762,2.59,366.5,503.98,139.19,177.82,-0.56,125.13
0.258,3.601,1.6,1.366,1.825,0.837,2.313,1.751,2.284,371.8,506.39,139.69,177.83,-0.56,125.13
0.131,3.414,1.541,1.377,2.177,0.86,2.506,1.59,2.04,376.99,509.46,140.22,177.83,-0.56,125.13
0.037,3.217,1.461,1.435,2.469,0.902,2.672,1.29,1.798,381.64,512.93,140.72,177.82,-0.56,125.13
0.061,2.979,1.383,1.476,2.743,0.897,2.85,0.902,1.602,385.78,516.75,141.22,177.82,-0.56,125.13
0.171,2.722,1.316,1.518,2.94,0.897,3.115,0.323,1.43,389.56,521.06,141.74,177.82,-0.56,125.12
0.265,2.443,1.275,1.545,3.052,0.898,3.39,0.334,1.268,392.83,525.71,142.22,177.83,-0.56,125.13
0.373,2.174,1.211,1.547,3.084,0.835,3.647,1.001,1.129,395.58,530.68,142.74,177.82,-0.56,125.13
0.48,1.903,1.146,1.544,3.013,0.794,3.905,1.695,1.02,397.8,535.86,143.24,177.82,-0.56,125.12
0.615,1.683,1.096,1.536,2.866,0.763,4.167,2.463,0.918,399.4,541.11,143.73,177.82,-0.56,125.13
0.702,1.479,1.069,1.505,2.633,0.707,4.433,3.133,0.804,400.51,546.7,144.25,177.82,-0.56,125.12
0.823,1.319,1.018,1.47,2.395,0.652,4.693,3.736,0.711,400.98,552.21,144.73,177.83,-0.56,125.12
0.918,1.182,0.974,1.404,2.151,0.612,4.918,4.227,0.604,400.89,557.55,145.24,177.83,-0.56,125.12
0.99,1.094,0.954,1.306,1.867,0.562,5.107,4.563,0.475,400.21,562.88,145.71,177.83,-0.56,125.12
1.001,1.074,0.915,1.166,1.621,0.507,5.423,4.741,0.447,399.06,567.95,146.2,177.82,-0.56,125.13
1.023,1.032,0.87,0.991,1.408,0.456,5.545,4.859,0.317,397.73,571.91,146.54,177.82,-0.57,125.13
1.071,1.007,0.835,0.762,1.187,0.412,5.633,4.865,0.196,395.65,576.84,147.04,177.82,-0.55,125.13
1.044,1.02,0.812,0.51,1.025,0.327,5.695,4.837,0.071,392.93,581.61,147.56,177.83,-0.56,125.13
1.019,1.014,0.758,0.239,0.879,0.283,5.707,4.741,0.124,390.15,585.7,148.03,177.82,-0.56,125.13
0.917,1.07,0.721,0.081,0.747,0.235,5.779,4.564,0.205,386.61,589.74,148.52,177.83,-0.56,125.12
0.806,1.089,0.712,0.407,0.669,0.201,5.681,4.377,0.365,382.77,593.39,149.02,177.82,-0.56,125.14
0.576,1.159,0.632,0.716,0.619,0.135,5.573,4.202,0.54,378.52,596.59,149.52,177.83,-0.56,125.13
0.348,1.2,0.596,1.03,0.57,0.081,5.399,4.025,0.67,373.93,599.27,150.01,177.84,-0.56,125.13
0.105,1.253,0.554,1.281,0.526,0.053,5.167,3.839,0.83,369.23,601.51,150.5,177.82,-0.56,125.13
0.183,1.293,0.476,1.52,0.507,0.011,4.919,3.678,0.993,364.1,603.29,151.03,177.81,-0.56,125.13
0.498,1.348,0.439,1.702,0.488,0.048,4.662,3.509,1.143,359.23,604.38,151.51,177.82,-0.56,125.13
0.847,1.384,0.373,1.803,0.464,0.083,4.423,3.376,1.301,354.06,605.04,152,177.82,-0.57,125.13
